article_id,title,authors,journal,year,doi,pubmed_id,pi,masuni,consensus
rayyan-486160534,Tunneled peritoneal drainage catheter placement for refractory ascites: single-center experience in 188 patients.,Lungren MP and Kim CY and Stewart JK and Smith TP and Miller MJ,Journal of vascular and interventional radiology : JVIR,,S1051-0443(13)01026-9 [pii] 10.1016/j.jvir.2013.05.042,,-1,-1,Exclude
rayyan-486160535,Direct sonographic-guided superior gluteal artery access for treatment of a previously treated expanding internal iliac artery aneurysm.,Herskowitz MM and Walsh J and Jacobs DT,Journal of vascular surgery,,S0741-5214(13)00557-0 [pii] 10.1016/j.jvs.2013.03.001,,-1,-1,Exclude
rayyan-486160536,An unnoticed retained cannula fragment in the radial artery: Should ultrasound investigation be included in guidelines?,Nielsen JH and Thomsen AB and Thomsen NO,European journal of anaesthesiology,,10.1097/EJA.0b013e328361a5a6,,-1,-1,Exclude
rayyan-486160537,A novel biodegradable stent applicable for use in congenital heart disease: bench testing and feasibility results in a rabbit model.,Veeram Reddy SR and Welch TR and Wang J and Bernstein F and Richardson JA and Forbess JM and Nugent AW,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,,10.1002/ccd.24936,,-1,-1,Exclude
rayyan-486160538,[Inadvertent peripheral nerve catheter shearing occurring during ultrasound guidance].,Guerci P and Novy E and Guibert J and Vial F and Malinovsky JM and Bouaziz H,Annales francaises d'anesthesie et de reanimation,,S0750-7658(13)00088-9 [pii] 10.1016/j.annfar.2013.02.016,,-1,-1,Exclude
rayyan-486160539,Pregnancy after catheter-directed thrombolysis for acute iliofemoral deep venous thrombosis.,Jorgensen M and Broholm R and Baekgaard N,Phlebology,,10.1177/0268355513477286,,-1,-1,Exclude
rayyan-486160540,Pseudoaneurysm a rare complication of transradial cardiac catheterization: a case report.,Bhat T and Bhat H and Teli S and Rajiv B and Akhtar M and Gala B,Vascular,,10.1177/1708538113478745,,-1,-1,Exclude
rayyan-486160541,"Peripherally inserted central catheters in infants and children - indications, techniques, complications and clinical recommendations.",Westergaard B and Classen V and Walther-Larsen S,Acta anaesthesiologica Scandinavica,,10.1111/aas.12024,,-1,-1,Exclude
rayyan-486160542,Transfemoral and transseptal valve-in-valve implantation into a failing mitral xenograft with a balloon-expandable biological valve.,Schaefer U and Frerker C and Schewel D and Thielsen T and Meincke F and Kreidel F and Kuck KH,The Annals of thoracic surgery,,S0003-4975(12)01091-0 [pii] 10.1016/j.athoracsur.2012.04.123,,-1,-1,Exclude
rayyan-486160543,Necessity and risks of arterial blood sampling in healthy volunteer studies.,Oertel BG and Vermehren J and Zimmermann M and Huynh TT and Doehring A and Ferreiros N and Senzel S and Schmitz-Rixen T and Erbe M and Geisslinger G and Harder S and Angst MS and Lotsch J,Clinical pharmacokinetics,,,,-1,-1,Exclude
rayyan-486160544,"Catheter-related complications in cancer patients on home parenteral nutrition: a prospective study of over 51,000 catheter days.",Cotogni P and Pittiruti M and Barbero C and Monge T and Palmo A and Boggio Bertinet D,JPEN. Journal of parenteral and enteral nutrition,,10.1177/0148607112460552,,-1,-1,Exclude
rayyan-486160545,Comparison of complications of peripherally inserted central catheters with ultrasound guidance or conventional methods in cancer patients.,Gong P and Huang XE and Chen CY and Liu JH and Meng AF and Feng JF,Asian Pacific journal of cancer prevention : APJCP,,,,-1,-1,Exclude
rayyan-486160546,Chronic radial artery occlusion after transradial catheterization. Re-canalization via an ipsilateral ulnar artery.,Skvaril J and Kockova R and Danickova K and Sedlon P,Acta cardiologica,,,,-1,-1,Exclude
rayyan-486160547,Feasibility and safety of vascular closure devices in an antegrade approach to either the common femoral artery or the superficial femoral artery.,Gutzeit A and van Schie B and Schoch E and Hergan K and Graf N and Binkert CA,Cardiovascular and interventional radiology,,,,-1,-1,Exclude
rayyan-486160548,"Incidence, predictors, and implications of access site complications with transfemoral transcatheter aortic valve implantation.",Van Mieghem NM and Tchetche D and Chieffo A and Dumonteil N and Messika-Zeitoun D and van der Boon RM and Vahdat O and Buchanan GL and Marcheix B and Himbert D and Serruys PW and Fajadet J and Colombo A and Carrie D and Vahanian A and de Jaegere PP,The American journal of cardiology,,S0002-9149(12)01636-0 [pii] 10.1016/j.amjcard.2012.06.042,,-1,-1,Exclude
rayyan-486160549,Decrease in central venous catheter placement due to use of ultrasound guidance for peripheral intravenous catheters.,Au AK and Rotte MJ and Grzybowski RJ and Ku BS and Fields JM,The American journal of emergency medicine,,S0735-6757(12)00180-5 [pii] 10.1016/j.ajem.2012.04.016,,-1,-1,Exclude
rayyan-486160550,Bidirectional endovascular treatment for chronic total occlusive lesions of the femoropopliteal arterial segment using a hand-carried ultrasound device and a retrograde microcatheter.,Nishino M and Taniike M and Makino N and Kato H and Egami Y and Shutta R and Tanouchi J and Yamada Y,Journal of vascular surgery,,10.1016/j.jvs.2011.12.073,,-1,-1,Exclude
rayyan-486160551,Confirming extravasation from a peripheral venous catheter: another role for ultrasonography.,Dolan J,Anaesthesia,,10.1111/j.1365-2044.2012.07092.x,,-1,-1,Exclude
rayyan-486160552,A retained catheter fragment in radial artery caused by accidental catheter transection during arterial catheter removal.,Moon SK and Gong JC and Kim JH and Lee KC and Kim HY and Choi EK and Lee MJ,Journal of anesthesia,,10.1007/s00540-012-1388-4,,-1,-1,Exclude
rayyan-486160553,Interventional catheterisation of stenotic or occluded systemic veins in children with or without congenital heart diseases: early results and intermediate follow-up.,Agnoletti G and Marini D and Bordese R and Villar AM and Gabbarini F,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology,,EIJV7I11A207 [pii] 10.4244/EIJV7I11A207,,-1,-1,Exclude
rayyan-486160554,Update on totally implantable venous access devices.,Zaghal A and Khalife M and Mukherji D and El Majzoub N and Shamseddine A and Hoballah J and Marangoni G and Faraj W,Surgical oncology,,10.1016/j.suronc.2012.02.003,,-1,-1,Exclude
rayyan-486160555,Catheter-directed foam sclerotherapy treatment of saphenous vein incompetence.,Asciutto G and Lindblad B,VASA. Zeitschrift fur Gefasskrankheiten,,10.1024/0301-1526/a000174,,-1,-1,Exclude
rayyan-486160556,"Medium-term results of ultrasonography-guided, catheter-assisted foam sclerotherapy of the long saphenous vein for treatment of varicose veins.",Tan VK and Abidin SZ and Tan SG,Singapore medical journal,,,,-1,-1,Exclude
rayyan-486160557,Stent puncture for recanalization of occluded superficial femoral artery stents.,Gandini R and Del Giudice C and Assako Ondo EP and Spano S and Stefanini M and Simonetti G,Journal of endovascular therapy : an official journal of the International Society of Endovascular Specialists,,10.1583/11-3660.1,,-1,-1,Exclude
rayyan-486160558,Percutaneous fluoroscopically guided n-butyl cyanoacrylate (NBCA) injection for iatrogenic femoral arterial pseudoaneurysm under temporary balloon occlusion of arterial blood flow.,Nakai M and Sato M and Sanda H and Ikoma A and Kawai N and Minamiguchi H and Nakata K and Tanaka T and Sonomura T,Japanese journal of radiology,,10.1007/s11604-011-0049-0,,-1,-1,Exclude
rayyan-486160559,Patency of femoral tunneled hemodialysis catheters and factors predictive of patency failure.,Burton KR and Guo LL and Tan KT and Simons ME and Sniderman KW and Kachura JR and Beecroft JR and Rajan DK,Cardiovascular and interventional radiology,,10.1007/s00270-011-0316-6,,-1,-1,Exclude
rayyan-486160560,Preterm infant with subdural hematoma from malpositioned scalp intravenous catheter.,Means SW and Spampinato MV and Rao AG and Hill JG,Advances in neonatal care : official journal of the National Association of Neonatal Nurses,,10.1097/ANC.0b013e31822565b4,,-1,-1,Exclude
rayyan-486160561,"The effect of vessel depth, diameter, and location on ultrasound-guided peripheral intravenous catheter longevity.",Fields JM and Dean AJ and Todman RW and Au AK and Anderson KL and Ku BS and Pines JM and Panebianco NL,The American journal of emergency medicine,,10.1016/j.ajem.2011.07.027,,-1,-1,Exclude
rayyan-486160562,A palpable pulse does not exclude radial artery occlusion in patients with previous arterial cannulation.,Khoueiry G and Geha F and Meghani M and Abi Rafeh N and Azab B and Malpeso JV,The journal of vascular access,,10.5301/jva.5000028,,-1,-1,Exclude
rayyan-486160563,The pulmonary artery pulsatility index identifies severe right ventricular dysfunction in acute inferior myocardial infarction.,Korabathina R and Heffernan KS and Paruchuri V and Patel AR and Mudd JO and Prutkin JM and Orr NM and Weintraub A and Kimmelstiel CD and Kapur NK,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,,10.1002/ccd.23309,,-1,-1,Exclude
rayyan-486160564,Transarterial Medtronic CoreValve system implantation for degenerated surgically implanted aortic prostheses.,Descoutures F and Himbert D and Radu C and Iung B and Cueff C and Messika-Zeitoun D and Ducrocq G and Brochet E and Nataf P and Vahanian A,Circulation. Cardiovascular interventions,,10.1161/CIRCINTERVENTIONS.111.962589,,-1,-1,Exclude
rayyan-486160565,The short- and medium-term results of transcatheter closure of atrial septal defect with severe pulmonary arterial hypertension.,Huang ZW and Fan ZX and Sun JT and Li WM and Gao YQ and Quan YH and Geng YM and Niu YY and Wu BX,Heart and vessels,,10.1007/s00380-011-0187-4,,-1,-1,Exclude
rayyan-486160566,Hemidiaphragmatic paralysis in preterm neonates: a rare complication of peripherally inserted central catheter extravasation.,Tosello B and Michel F and Merrot T and Chaumoitre K and Hassid S and Lagier P and Martin C,Journal of pediatric surgery,,10.1016/j.jpedsurg.2011.03.065,,-1,-1,Exclude
rayyan-486160567,Standard-length catheters vs long catheters in ultrasound-guided peripheral vein cannulation.,Elia F and Ferrari G and Molino P and Converso M and De Filippi G and Milan A and Apra F,The American journal of emergency medicine,,10.1016/j.ajem.2011.04.019,,-1,1,FullText
rayyan-486160568,Two-dimensional intravascular near-infrared fluorescence molecular imaging of inflammation in atherosclerosis and stent-induced vascular injury.,Jaffer FA and Calfon MA and Rosenthal A and Mallas G and Razansky RN and Mauskapf A and Weissleder R and Libby P and Ntziachristos V,Journal of the American College of Cardiology,,10.1016/j.jacc.2011.02.036,,-1,-1,Exclude
rayyan-486160569,The electrocardiographic method for positioning the tip of central venous catheters.,Pittiruti M and La Greca A and Scoppettuolo G,The journal of vascular access,,10.5301/JVA.2011.8381,,-1,-1,Exclude
rayyan-486160570,Treatment of chronic venous stent occlusion with a Wildcat catheter.,Smeds MR and Jacobs DL,Vascular and endovascular surgery,,10.1177/1538574411408442,,-1,-1,Exclude
rayyan-486160571,Simultaneous arterial and venous ultrasound-assisted thrombolysis for phlegmasia cerulea dolens.,Khan IR and Reeves JG and Riesenman PJ and Kasirajan K,Annals of vascular surgery,,10.1016/j.avsg.2011.02.005,,-1,-1,Exclude
rayyan-486160572,Femoral artery catheterization in neonates and infants.,Dumond AA and da Cruz E and Almodovar MC and Friesen RH,Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies,,10.1097/PCC.0b013e3182192c7b,,-1,-1,Exclude
rayyan-486160573,Efficacy and safety of transient ulnar artery compression to recanalize acute radial artery occlusion after transradial catheterization.,Bernat I and Bertrand OF and Rokyta R and Kacer M and Pesek J and Koza J and Smid M and Bruhova H and Sterbakova G and Stepankova L and Costerousse O,The American journal of cardiology,,10.1016/j.amjcard.2011.01.056,,-1,-1,Exclude
rayyan-486160574,Does ultrasound-guided lidocaine injection improve local anaesthesia before femoral artery catheterization?,Spiliopoulos S and Katsanos K and Diamantopoulos A and Karnabatidis D and Siablis D,Clinical radiology,,10.1016/j.crad.2011.01.002,,-1,-1,Exclude
rayyan-486160575,Serial cardiac influence of volume overload induced by interventional therapy for central venous stenosis or occlusion in chronic hemodialysis patients.,Horita Y and Namura M and Ikeda M and Tsuchiya T and Terai H and Fukuoka R and Tama N and Takagi T and Kumatani Y and Ishimori Y,Journal of cardiology,,10.1016/j.jjcc.2011.01.004,,-1,-1,Exclude
rayyan-486160576,Catheter-directed thrombolysis with a continuous infusion of low-dose urokinase for non-acute deep venous thrombosis of the lower extremity.,Gao B and Zhang J and Wu X and Han Z and Zhou H and Dong D and Jin X,Korean journal of radiology,,10.3348/kjr.2011.12.1.97,,-1,-1,Exclude
rayyan-486160577,Complications of peripheral nerve blocks.,Jeng CL and Torrillo TM and Rosenblatt MA,British journal of anaesthesia,,10.1093/bja/aeq273,,-1,-1,Exclude
rayyan-486160578,Umbilical venous catheter complication in an infant with left-sided congenital diaphragmatic hernia: extravasation owing to hepatic vein catheterization.,Raisanen P and Cassel I and Martin G and Graziano K,Journal of pediatric surgery,,10.1016/j.jpedsurg.2010.08.058,,-1,-1,Exclude
rayyan-486160579,Compression assisted by removable coils as a new treatment for iatrogenic femoral pseudoaneurysms.,Bellmunt S and Dilme J and Barros A and Escudero JR,Journal of vascular surgery,,10.1016/j.jvs.2010.07.011,,-1,-1,Exclude
rayyan-486160580,Percutaneous transluminal dilatation of inadvertent partial or complete occlusion of the femoral artery caused by Angio-Seal deployment for puncture site closure after cardiac catheterization.,Brueck M and Bandorski D and Rauber K and Boening A,The Journal of invasive cardiology,,,,-1,-1,Exclude
rayyan-486160581,Persistent left superior vena cava connected through the left upper pulmonary vein to the left atrium: an unusual pathway for paradoxical embolization and a rare cause of recurrent transient ischaemic attack.,Hutyra M and Skala T and Sanak D and Novotny J and Kocher M and Taborsky M,European journal of echocardiography : the journal of the Working Group on Echocardiography of the European Society of Cardiology,,10.1093/ejechocard/jeq079,,-1,-1,Exclude
